index,X,Y,Z,formation
294,547615.22835431,7516271.64891078,744.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
295,546513.85915331,7515023.63873331,730.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
296,544678.24831814,7513799.65971363,773.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
297,544029.57779792,7511765.41204221,668.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
298,543356.4892539,7509687.64878335,674.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
299,542597.7511562001,7507729.65009142,648.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
300,540762.07869624,7504939.64010277,604.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
301,538020.88079731,7503667.1522582,615.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
302,537555.86285074,7503544.64887548,597.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
303,535891.52870108,7502908.13748619,606.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
304,532856.65218931,7501611.11120583,587.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
305,532551.9559160123,7501631.318744306,573.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
306,518937.4305188186,7509337.013707113,623.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
307,522846.2688184,7510275.03141922,604.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
308,525636.48851511,7512135.57720255,597.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
309,528965.39037958,7513114.68148617,642.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
310,529528.32005479,7514632.18818804,637.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
311,529675.2197946,7516663.69755909,653.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
312,531462.0291362001,7518205.26035729,635.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
313,536112.21040785,7518646.24849361,646.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
314,538608.64891339,7519894.22963041,631.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
315,540272.89870425,7520922.21876947,629.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
316,544984.6315913012,7478607.698538876,462.0,Hardey_Formation
317,542961.65199062,7481286.66906442,463.0,Hardey_Formation
318,540327.69005718,7482376.63879536,506.0,Hardey_Formation
319,536609.53061244,7482836.05894202,458.0,Hardey_Formation
320,533705.72748245,7483348.04892069,447.0,Hardey_Formation
321,533153.32136134,7483529.53947272,438.0,Hardey_Formation
322,529712.27166275,7483395.01130129,418.0,Hardey_Formation
323,528604.26997402,7482816.49377531,450.0,Hardey_Formation
324,525837.13199025,7481589.46932943,403.0,Hardey_Formation
325,524826.82114017,7480442.95751812,393.0,Hardey_Formation
326,544699.73989818,7475046.10992834,453.0,Hardey_Formation
327,544803.54045653,7475472.10934399,449.0,Hardey_Formation
328,544517.34155864,7476797.64893576,463.0,Hardey_Formation
329,544873.5719167535,7473446.765934077,445.0,Hardey_Formation
330,544868.47112778,7474421.60093993,448.0,Hardey_Formation
331,544653.91856422,7474766.09837564,454.0,Hardey_Formation
332,544486.60044895,7477014.13912995,456.0,Hardey_Formation
333,544772.07962524,7476878.63793383,470.0,Hardey_Formation
334,545347.46956297,7477512.16031512,470.0,Hardey_Formation
335,545330.20924286,7477894.16892749,466.0,Hardey_Formation
336,545004.5733353748,7478570.780674285,462.0,Hardey_Formation
337,524657.7912527064,7480145.758250953,384.0,Hardey_Formation
338,524538.24941781,7479935.452063701,383.0,Hardey_Formation
339,523833.81178682,7477577.93017116,377.0,Hardey_Formation
340,523987.71795826,7475171.39786647,399.0,Hardey_Formation
341,524547.82992723,7473933.38973916,390.0,Hardey_Formation
342,523078.5568012842,7501405.148133703,570.0,Brockman_Iron_Formation
343,521225.2012418082,7501026.949760011,598.0,Brockman_Iron_Formation
344,521198.37658663094,7501022.685718563,598.0,Brockman_Iron_Formation
345,519976.91006078,7500799.46789149,663.0,Brockman_Iron_Formation
346,519631.44173262,7500691.46114408,652.0,Brockman_Iron_Formation
347,518847.7619360063,7499937.444814485,526.0,Brockman_Iron_Formation
348,518902.77789975354,7499692.309142197,524.0,Brockman_Iron_Formation
349,518636.6301317,7499603.94897934,536.0,Brockman_Iron_Formation
350,516752.10979200003,7498820.42116343,605.0,Brockman_Iron_Formation
351,547817.52121849,7517927.65813185,722.0,Brockman_Iron_Formation
352,548113.49829464,7517321.13840801,731.0,Brockman_Iron_Formation
353,547875.43035741,7516749.64812038,939.0,Brockman_Iron_Formation
354,546479.04005619,7515980.6479565995,974.0,Brockman_Iron_Formation
355,545769.66880089,7515246.15900989,1017.0,Brockman_Iron_Formation
356,544059.15102584,7513963.65986576,1055.0,Brockman_Iron_Formation
357,543999.97137733,7512226.14839863,781.0,Brockman_Iron_Formation
358,541802.24961754,7513020.67063379,723.0,Brockman_Iron_Formation
359,542677.70280742,7511769.2179521,812.0,Brockman_Iron_Formation
360,542677.24168743,7509082.66245721,786.0,Brockman_Iron_Formation
361,542083.35856634,7507145.15903698,755.0,Brockman_Iron_Formation
362,540145.70084139,7504988.64776056,680.0,Brockman_Iron_Formation
363,536989.17997103,7504051.15213942,620.0,Brockman_Iron_Formation
364,535551.54326118,7503144.64123585,790.0,Brockman_Iron_Formation
365,533020.02924737,7501925.60221166,650.0,Brockman_Iron_Formation
366,532415.328859181,7501872.491963997,608.0,Brockman_Iron_Formation
367,532120.3903023152,7502161.713867484,663.0,Brockman_Iron_Formation
368,529800.96987481,7501832.06981464,571.0,Brockman_Iron_Formation
369,527906.792224825,7501602.838021476,562.0,Brockman_Iron_Formation
370,519343.3306279139,7509278.41234254,604.0,Brockman_Iron_Formation
371,519868.87007679,7509350.49000043,594.0,Brockman_Iron_Formation
372,522935.25105949,7509934.04007126,626.0,Brockman_Iron_Formation
373,524175.58166240004,7510552.06083333,577.0,Brockman_Iron_Formation
374,524991.77145997,7510993.08095076,655.0,Brockman_Iron_Formation
375,525541.53930185,7511594.59247982,631.0,Brockman_Iron_Formation
376,525733.40064011,7511829.0786175,619.0,Brockman_Iron_Formation
377,527573.72033171,7512290.14038859,620.0,Brockman_Iron_Formation
378,529541.34943606,7512788.69015924,746.0,Brockman_Iron_Formation
379,529979.42138715,7513951.22081208,668.0,Brockman_Iron_Formation
380,529707.72065343,7514496.70929557,643.0,Brockman_Iron_Formation
381,530423.0708995,7514734.21983162,664.0,Brockman_Iron_Formation
382,530852.1880561,7514823.74039915,690.0,Brockman_Iron_Formation
383,530748.80885632,7515076.73934297,728.0,Brockman_Iron_Formation
384,530504.15891385,7515475.23132895,827.0,Brockman_Iron_Formation
385,530564.12674295,7516525.72835062,907.0,Brockman_Iron_Formation
386,531210.67013574,7517406.76184352,656.0,Brockman_Iron_Formation
387,531758.64920034,7517632.75021291,733.0,Brockman_Iron_Formation
388,534393.38914214,7518045.25006992,743.0,Brockman_Iron_Formation
389,537485.07913769,7518257.23050083,753.0,Brockman_Iron_Formation
390,538569.99798323,7519059.732399001,658.0,Brockman_Iron_Formation
391,539413.25168723,7519863.73158385,645.0,Brockman_Iron_Formation
392,540302.25222895,7520771.71996845,629.0,Brockman_Iron_Formation
393,542521.1601227999,7520084.20281094,702.0,Brockman_Iron_Formation
394,545052.59125075,7519396.20145386,640.0,Brockman_Iron_Formation
395,547459.03931765,7518552.67061454,662.0,Brockman_Iron_Formation
396,547817.84890454,7517997.65774143,722.0,Brockman_Iron_Formation
397,515687.3100586407,7508702.941175409,559.0,Brockman_Iron_Formation
398,516500.23908221,7508810.94945215,579.0,Brockman_Iron_Formation
399,517364.0103144,7509199.45866394,594.0,Brockman_Iron_Formation
400,515930.0685646937,7499036.925501812,552.0,Brockman_Iron_Formation
401,515699.65068941,7498844.91902979,528.0,Brockman_Iron_Formation
402,540988.4467666362,7489998.235904718,554.0,Wittenoom_Formation
403,541378.81007008,7490759.65119098,638.0,Wittenoom_Formation
404,542381.1376752502,7491084.486207495,584.0,Wittenoom_Formation
405,542402.766578806,7491085.370697993,584.0,Wittenoom_Formation
406,542645.92785563,7491090.14969537,636.0,Wittenoom_Formation
407,543146.00116325,7491940.15245489,608.0,Wittenoom_Formation
408,543799.723652186,7492181.08866352,611.0,Wittenoom_Formation
409,543957.2065007278,7492086.975648427,600.0,Wittenoom_Formation
410,544311.50854058,7492303.15922438,605.0,Wittenoom_Formation
411,546566.36916235,7493067.16939007,557.0,Wittenoom_Formation
412,548555.10852428,7492681.192445098,562.0,Wittenoom_Formation
413,550765.35881959,7493413.72030961,627.0,Wittenoom_Formation
414,552634.9772555999,7493409.73085291,636.0,Wittenoom_Formation
415,553888.03141949,7493460.25061205,607.0,Wittenoom_Formation
416,555822.10822433,7493634.262409401,620.0,Wittenoom_Formation
417,556922.0983658059,7494201.792198773,632.0,Wittenoom_Formation
418,556940.3447977321,7494212.12631713,632.0,Wittenoom_Formation
419,557645.18948471,7494528.27913837,672.0,Wittenoom_Formation
420,559725.051557234,7495356.947120739,635.0,Wittenoom_Formation
421,562029.0186816982,7495724.22322755,602.0,Wittenoom_Formation
422,562491.40037635,7495921.30078255,632.0,Wittenoom_Formation
423,557432.5101011352,7473446.765934077,514.0,Jeerinah_Formation
424,557091.20104972,7478390.3018448,556.0,Jeerinah_Formation
425,556398.06000945,7479859.27860073,537.0,Jeerinah_Formation
426,552027.86896607,7483867.77084766,503.0,Jeerinah_Formation
427,548131.74211071,7485262.2379698,526.0,Jeerinah_Formation
428,545345.34015536,7486384.71030356,545.0,Jeerinah_Formation
429,541999.64871849,7487599.16332797,534.0,Jeerinah_Formation
430,538761.31765464,7488635.11839387,500.0,Jeerinah_Formation
431,537082.76144573,7490032.10782985,478.0,Jeerinah_Formation
432,537136.6858178998,7490703.924424739,526.0,Jeerinah_Formation
433,537401.1220384373,7490669.376894541,519.0,Jeerinah_Formation
434,537487.44184106,7490882.60951118,519.0,Jeerinah_Formation
435,538098.5807296067,7491614.983991615,489.0,Jeerinah_Formation
436,538118.7718064999,7491627.770999412,489.0,Jeerinah_Formation
437,538152.48018651,7491649.11851447,489.0,Jeerinah_Formation
438,538299.87104316,7491877.61903743,494.0,Jeerinah_Formation
439,538793.6143659471,7492705.192177935,533.0,Jeerinah_Formation
440,539046.7372375808,7492281.606914593,532.0,Jeerinah_Formation
441,539256.66779169,7492496.13018406,530.0,Jeerinah_Formation
442,541041.42981047,7493351.64183326,538.0,Jeerinah_Formation
443,541365.193430916,7493579.160698384,524.0,Jeerinah_Formation
444,541969.6169586882,7493291.244828189,560.0,Jeerinah_Formation
445,543082.00778984,7494518.14171433,538.0,Jeerinah_Formation
446,545175.31905178,7494736.14963838,516.0,Jeerinah_Formation
447,547621.69996972,7495652.16833752,551.0,Jeerinah_Formation
448,549506.21239416,7496087.18791441,538.0,Jeerinah_Formation
449,551619.35050014,7496470.70824526,552.0,Jeerinah_Formation
450,553873.40726405,7497069.22874199,568.0,Jeerinah_Formation
451,554295.3163365885,7497119.77557265,572.0,Jeerinah_Formation
452,555516.146401663,7496903.211675779,562.0,Jeerinah_Formation
453,556452.02935004,7497704.25978083,647.0,Jeerinah_Formation
454,560045.22069434,7499053.24025029,608.0,Jeerinah_Formation
455,562216.03937205,7499518.73855785,634.0,Jeerinah_Formation
456,540641.6695196998,7490347.328202824,561.0,Marra_Mamba_Iron_Formation
457,541318.3109205,7491402.65077359,560.0,Marra_Mamba_Iron_Formation
458,542193.2098362639,7491645.813711182,566.0,Marra_Mamba_Iron_Formation
459,542269.8724882646,7491462.614803348,589.0,Marra_Mamba_Iron_Formation
460,542387.04787832,7491479.65060261,589.0,Marra_Mamba_Iron_Formation
461,542874.87052742,7492419.15035772,541.0,Marra_Mamba_Iron_Formation
462,543201.8245768951,7492628.332607183,541.0,Marra_Mamba_Iron_Formation
463,543227.1873759672,7492635.465655599,541.0,Marra_Mamba_Iron_Formation
464,544346.30837364,7492926.66125734,556.0,Marra_Mamba_Iron_Formation
465,546046.63210619,7493420.15976125,540.0,Marra_Mamba_Iron_Formation
466,548710.80225349,7493316.69101863,546.0,Marra_Mamba_Iron_Formation
467,550106.16097673,7493881.70126101,559.0,Marra_Mamba_Iron_Formation
468,550558.29902326,7494000.21006652,608.0,Marra_Mamba_Iron_Formation
469,553210.15130267,7493998.74221299,635.0,Marra_Mamba_Iron_Formation
470,555397.80775341,7494012.26075472,595.0,Marra_Mamba_Iron_Formation
471,556356.6152309492,7494572.495683855,592.0,Marra_Mamba_Iron_Formation
472,556372.3980385035,7494584.858941816,592.0,Marra_Mamba_Iron_Formation
473,556616.10030645,7494775.75995823,604.0,Marra_Mamba_Iron_Formation
474,557961.79015372,7495576.76984297,653.0,Marra_Mamba_Iron_Formation
475,558051.7831760753,7495858.912641286,696.0,Marra_Mamba_Iron_Formation
476,558259.3408663943,7495813.517887607,730.0,Marra_Mamba_Iron_Formation
477,558359.97870403,7496395.76903628,615.0,Marra_Mamba_Iron_Formation
478,558318.8949644172,7496557.5924512185,615.0,Marra_Mamba_Iron_Formation
479,560751.7844007524,7496250.42542021,626.0,Marra_Mamba_Iron_Formation
480,561191.07214688,7496634.77017687,620.0,Marra_Mamba_Iron_Formation
481,562127.45818392,7496948.28193318,607.0,Marra_Mamba_Iron_Formation
482,518763.5262417826,7495714.531122275,517.0,Jeerinah_Formation
483,518363.05026823,7494563.41782064,519.0,Jeerinah_Formation
484,518195.8643252904,7494528.239645133,519.0,Jeerinah_Formation
485,516849.1357519965,7495855.40267385,532.0,Jeerinah_Formation
486,515921.67771425,7494697.41118314,549.0,Jeerinah_Formation
487,515749.42953324,7494583.89837128,568.0,Jeerinah_Formation
488,551080.2128464291,7473446.765934077,473.0,Boongal_Formation
489,550646.82084981,7477780.75099863,477.0,Boongal_Formation
490,547456.00104757,7481145.72171337,491.0,Boongal_Formation
491,543923.8592842999,7483031.69197105,495.0,Boongal_Formation
492,539071.75108129,7484388.11847154,579.0,Boongal_Formation
493,534092.21032827,7485720.06834342,453.0,Boongal_Formation
494,532595.5314037929,7486050.883798648,433.0,Boongal_Formation
495,532565.203977292,7486059.497951427,433.0,Boongal_Formation
496,532154.86014911,7486176.05134337,450.0,Boongal_Formation
497,529542.08991536,7487311.52944569,435.0,Boongal_Formation
498,529435.9905277765,7487326.65429661,435.0,Boongal_Formation
499,529597.225946761,7487035.123175073,442.0,Boongal_Formation
500,528954.11006988,7487103.52183671,421.0,Boongal_Formation
501,526961.48011965,7486655.98797735,573.0,Boongal_Formation
502,523588.69198476593,7485226.326803667,441.0,Boongal_Formation
503,523260.5704651389,7485619.365505217,460.0,Boongal_Formation
504,522999.84954269,7485391.95031783,456.0,Boongal_Formation
505,522007.33859412,7483971.42909296,503.0,Boongal_Formation
506,522015.6909847767,7483640.381642817,491.0,Boongal_Formation
507,521778.6619394167,7483894.2955488125,471.0,Boongal_Formation
508,521117.22507289326,7482928.950261055,459.0,Boongal_Formation
509,520935.0482589207,7483090.870639961,477.0,Boongal_Formation
510,519001.4406196,7480404.37745279,468.0,Boongal_Formation
511,518125.64970069,7478117.8687243,447.0,Boongal_Formation
512,518735.74852255,7475371.4313143995,506.0,Boongal_Formation
513,519729.22196304,7474334.92953104,433.0,Boongal_Formation
514,520045.07999524,7473894.42837771,395.0,Boongal_Formation
515,552540.0091778752,7473446.765934077,520.0,Pyradie_Formation
516,552463.40880971,7476130.77100544,477.0,Pyradie_Formation
517,551316.65383862,7478607.31837984,480.0,Pyradie_Formation
518,550041.8907363,7480414.74912372,511.0,Pyradie_Formation
519,547772.80132693,7482011.73133292,555.0,Pyradie_Formation
520,545114.68132238,7483362.71041151,516.0,Pyradie_Formation
521,542099.17025394,7484467.17209348,535.0,Pyradie_Formation
522,539113.88994429,7485221.62924456,558.0,Pyradie_Formation
523,535251.89892778,7486184.58033152,521.0,Pyradie_Formation
524,532692.36994089,7486873.05937609,426.0,Pyradie_Formation
525,531889.6570286513,7487021.9115888765,423.0,Pyradie_Formation
526,531858.5003132175,7487031.834836625,422.0,Pyradie_Formation
527,531123.26179412,7487219.02877003,444.0,Pyradie_Formation
528,528905.2802693165,7488194.639261416,434.0,Pyradie_Formation
529,528279.1838373007,7489077.966987559,428.0,Pyradie_Formation
530,525766.95943242,7488209.48989806,490.0,Pyradie_Formation
531,523760.18927615,7487468.969647599,498.0,Pyradie_Formation
532,522597.081380986,7487014.882016722,488.0,Pyradie_Formation
533,522276.28182316397,7487561.698401827,501.0,Pyradie_Formation
534,521589.28891048,7486977.94056872,511.0,Pyradie_Formation
535,520539.6756597208,7485218.728726737,589.0,Pyradie_Formation
536,520525.861292971,7485204.236815233,589.0,Pyradie_Formation
537,519675.73191454,7484448.91182591,495.0,Pyradie_Formation
538,519650.2147668136,7484418.572862955,495.0,Pyradie_Formation
539,519421.2171740205,7484583.312602311,509.0,Pyradie_Formation
540,518453.96153276,7482959.88949684,625.0,Pyradie_Formation
541,516816.51952151,7479646.35201639,436.0,Pyradie_Formation
542,516631.37178501,7476827.91033368,393.0,Pyradie_Formation
543,517862.69032987,7473658.00039338,371.0,Pyradie_Formation
544,554484.2049927029,7473446.765934077,493.0,Bunjinah_Formation
545,554478.16147654,7475877.81037785,499.0,Bunjinah_Formation
546,554389.22145929,7477240.299697099,490.0,Bunjinah_Formation
547,553837.62161263,7479125.27873433,498.0,Bunjinah_Formation
548,551497.37110772,7482212.77111285,511.0,Bunjinah_Formation
549,550352.17914837,7482812.24802343,502.0,Bunjinah_Formation
550,546830.22148008,7484390.74797113,546.0,Bunjinah_Formation
551,544290.29140334,7485193.69958059,530.0,Bunjinah_Formation
552,540764.83150374,7486034.15000151,531.0,Bunjinah_Formation
553,537391.73050708,7486822.60918291,485.0,Bunjinah_Formation
554,534166.78231125,7487998.07999773,475.0,Bunjinah_Formation
555,533202.93245735,7488582.55795761,516.0,Bunjinah_Formation
556,531498.79136816,7489954.05097008,489.0,Bunjinah_Formation
557,528666.19739018,7492063.53078777,481.0,Bunjinah_Formation
558,528194.6373720367,7492065.968833852,465.0,Bunjinah_Formation
559,530177.030920107,7489543.064696075,480.0,Bunjinah_Formation
560,528980.21005691,7489904.02174266,473.0,Bunjinah_Formation
561,527692.3446357291,7490013.222464005,484.0,Bunjinah_Formation
562,526710.9812112843,7491729.250886025,448.0,Bunjinah_Formation
563,526392.79139247,7491426.50838176,478.0,Bunjinah_Formation
564,524274.67169755,7490005.97948745,596.0,Bunjinah_Formation
565,522249.71084465,7489450.45967088,581.0,Bunjinah_Formation
566,521242.1881956762,7489126.571325935,507.0,Bunjinah_Formation
567,520603.56288735796,7489259.033359817,574.0,Bunjinah_Formation
568,520177.99138988,7488423.92869971,655.0,Bunjinah_Formation
569,519984.1391743385,7488022.264769162,743.0,Bunjinah_Formation
570,519972.551832778,7488001.338713399,743.0,Bunjinah_Formation
571,519203.833420175,7486814.562832568,623.0,Bunjinah_Formation
572,519040.123650685,7487020.415911454,636.0,Bunjinah_Formation
573,518501.69987625,7486294.90911213,779.0,Bunjinah_Formation
574,517641.2115837906,7485906.162185541,692.0,Bunjinah_Formation
575,517453.8816519843,7485995.5260131825,705.0,Bunjinah_Formation
576,516927.95027877,7485679.37827698,761.0,Bunjinah_Formation
577,516320.51069952,7484988.87201936,634.0,Bunjinah_Formation
578,515834.79877428,7484482.36205701,680.0,Bunjinah_Formation
579,518856.2900519914,7513142.12541205,568.0,Jeerinah_Formation
580,518871.58863019,7513177.46155147,568.0,Jeerinah_Formation
581,518968.77945902,7513552.45823161,584.0,Jeerinah_Formation
582,519065.14118271,7513761.96003155,592.0,Jeerinah_Formation
583,519238.95625136,7514668.94624138,610.0,Jeerinah_Formation
584,519392.47750657,7515090.17748122,589.0,Jeerinah_Formation
585,518954.13998164,7516954.20163729,629.0,Jeerinah_Formation
586,518893.28909021,7517244.00420769,629.0,Jeerinah_Formation
587,518936.51331348,7517553.43311151,628.0,Jeerinah_Formation
588,519041.23260978,7518093.25130007,660.0,Jeerinah_Formation
589,519259.25069559,7521128.53087873,584.0,Jeerinah_Formation
590,519320.01201315,7520759.71207196,611.0,Jeerinah_Formation
591,519514.36341730005,7519528.12835447,601.0,Jeerinah_Formation
592,519366.99162742,7519166.15473141,626.0,Jeerinah_Formation
593,519207.27766308,7518718.59367696,618.0,Jeerinah_Formation
594,519182.53915582,7518514.49831183,661.0,Jeerinah_Formation
595,519238.95625136,7514668.94624138,610.0,Jeerinah_Formation
596,519177.62875814,7514563.66678722,592.0,Jeerinah_Formation
597,519018.35662567,7514432.16913719,592.0,Jeerinah_Formation
598,519103.87530865,7514306.95324823,611.0,Jeerinah_Formation
599,518968.77945902,7513552.45823161,584.0,Jeerinah_Formation
600,547764.9297779603,7510350.434752032,570.0,Jeerinah_Formation
601,547123.42154846,7509784.1305714995,581.0,Jeerinah_Formation
602,546760.17189473,7508297.15162212,576.0,Jeerinah_Formation
603,546098.20918874,7506843.14860294,559.0,Jeerinah_Formation
604,544943.52183298,7504761.65970015,544.0,Jeerinah_Formation
605,543357.14034919,7502835.65126185,528.0,Jeerinah_Formation
606,540434.9686215001,7500840.14040923,525.0,Jeerinah_Formation
607,538476.5108094,7499571.63122786,507.0,Jeerinah_Formation
608,537903.11974848,7499358.13028754,496.0,Jeerinah_Formation
609,536356.47019615,7499080.11950446,499.0,Jeerinah_Formation
610,534225.2438334881,7499178.531705108,516.0,Jeerinah_Formation
611,534326.9077286279,7499001.033844558,516.0,Jeerinah_Formation
612,533821.50949274,7499055.60058806,506.0,Jeerinah_Formation
613,531257.250016,7499404.57940736,518.0,Jeerinah_Formation
614,530073.73089448,7499647.07012578,513.0,Jeerinah_Formation
615,527979.74929199,7499328.5417763,502.0,Jeerinah_Formation
616,525344.555691165,7499018.081952954,503.0,Jeerinah_Formation
617,525323.5354382729,7499014.580489381,503.0,Jeerinah_Formation
618,524869.23876561,7498918.51084629,497.0,Jeerinah_Formation
619,523609.87046645,7498706.48913864,506.0,Jeerinah_Formation
620,523301.66977703787,7498630.076919503,500.0,Jeerinah_Formation
621,521882.68120584,7497821.95909606,486.0,Jeerinah_Formation
622,521208.34053025,7497768.461113701,499.0,Jeerinah_Formation
623,520246.91878872,7497531.94194344,496.0,Jeerinah_Formation
624,519791.9410330858,7497415.959913788,499.0,Jeerinah_Formation
625,520201.70876547525,7496264.298594778,519.0,Jeerinah_Formation
626,519770.750771476,7495910.099075837,527.0,Jeerinah_Formation
627,522981.845428395,7498274.23395211,492.0,Jeerinah_Formation
628,523067.89991335,7498311.98978047,482.0,Jeerinah_Formation
629,523609.87046645,7498706.48913864,506.0,Jeerinah_Formation
630,558460.4115287344,7521273.574077862,622.0,Jeerinah_Formation
631,556557.54147843,7520906.290372299,629.0,Jeerinah_Formation
632,555625.09894718,7520574.75992317,630.0,Jeerinah_Formation
633,555395.219437,7519909.72907962,639.0,Jeerinah_Formation
634,555819.4014991999,7519212.70787919,641.0,Jeerinah_Formation
635,555679.38094591,7518139.15930049,641.0,Jeerinah_Formation
636,555568.34181416,7517762.65049621,646.0,Jeerinah_Formation
637,555224.83058385,7516302.63943003,627.0,Jeerinah_Formation
638,554707.61186787,7514542.12978529,603.0,Jeerinah_Formation
639,551514.23113611,7513032.11907498,608.0,Jeerinah_Formation
640,549303.43178106,7512159.130994701,597.0,Jeerinah_Formation
641,548292.19772578,7510834.63064114,576.0,Jeerinah_Formation
642,548249.1553871727,7510802.59391084,576.0,Jeerinah_Formation
643,548265.4405433658,7510615.782459535,577.0,Jeerinah_Formation
644,548214.5917594,7510548.64063064,577.0,Jeerinah_Formation
645,561550.4680921193,7473446.765934077,601.0,Wittenoom_Formation
646,561219.8783505999,7475276.85005153,656.0,Wittenoom_Formation
647,560638.07073543,7476334.83234116,675.0,Wittenoom_Formation
648,560690.94948686,7477048.84036277,679.0,Wittenoom_Formation
649,559447.8107520001,7479693.82096476,629.0,Wittenoom_Formation
650,558495.6914021,7480910.31282782,589.0,Wittenoom_Formation
651,515687.3100586407,7512669.795848978,544.0,Jeerinah_Formation
652,516581.10958154,7512947.94203716,557.0,Jeerinah_Formation
653,517211.34105542,7513084.44139818,554.0,Jeerinah_Formation
654,517536.82159765,7513324.44956408,555.0,Jeerinah_Formation
655,516441.4552099111,7498634.50437797,544.0,Wittenoom_Formation
656,516091.26101893,7498037.406657401,536.0,Wittenoom_Formation
657,515870.97036341,7497621.41056542,530.0,Wittenoom_Formation
658,515687.3100586407,7509097.518641549,548.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
659,516262.53936959,7509100.43806853,556.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
660,517412.83945165,7509467.451953099,582.0,Mount_McRae_Shale_and_Mount_Sylvia_Formation
661,516489.10989085,7497660.42043624,597.0,Marra_Mamba_Iron_Formation
662,515863.18009091,7497103.4211182995,576.0,Marra_Mamba_Iron_Formation
663,515761.91075701354,7497047.458154432,576.0,Marra_Mamba_Iron_Formation
664,516880.1395366171,7498191.163201245,564.0,Marra_Mamba_Iron_Formation
665,516642.61860186,7497850.43077794,585.0,Marra_Mamba_Iron_Formation
