X,Y,Z,azimuth,dip,polarity,formation
525195.62039369,7507924.54934537,565.0,166.66211765931473,17.511356879621953,1,Boolgeeda_Iron_Formation
530911.4760851,7509142.918847915,594.0,162.48316387037084,5.656057009810682,1,Boolgeeda_Iron_Formation
534413.972086655,7510229.44100982,622.0,177.24805033864845,0.8187900065511258,1,Boolgeeda_Iron_Formation
536677.82857801,7509802.941024775,634.0,256.777707354884,1.8605116152830592,1,Boolgeeda_Iron_Formation
535439.2655422201,7508472.93436249,613.0,303.7144048147878,2.6663456182100305,1,Boolgeeda_Iron_Formation
534606.7357914599,7507417.163993728,597.0,339.4147883781044,2.7412287994420983,1,Boolgeeda_Iron_Formation
532383.3803470749,7506158.12940393,575.0,321.3004056231518,9.542406546908182,1,Boolgeeda_Iron_Formation
530140.3648564001,7505170.115017082,569.0,332.6429820770952,19.841182780010016,1,Boolgeeda_Iron_Formation
527933.9289082449,7504414.5679616,554.0,347.2987343597662,24.54145377050544,1,Boolgeeda_Iron_Formation
518008.02076309,7502868.699224345,518.0,347.11846575904883,29.821830518206298,1,Boolgeeda_Iron_Formation
560590.324082375,7484645.83266337,598.0,4.0926238923773335,9.300602404096594,1,Woongarra_Rhyolite
556284.84410281,7485516.791018855,568.0,7.931591065659404,46.893218207188646,1,Woongarra_Rhyolite
554228.2959858001,7486212.270277455,534.0,24.24052916448107,51.864867339278184,1,Woongarra_Rhyolite
552181.3805924901,7487347.25036599,528.0,31.607167704279,51.4400989775453,1,Woongarra_Rhyolite
550500.925275635,7488187.48464825,553.0,25.432605206390125,44.08032982942135,1,Woongarra_Rhyolite
548874.10099889,7489394.219924515,574.0,71.55905449821836,22.87845738024079,1,Woongarra_Rhyolite
549446.205612125,7490189.72017787,573.0,159.6532119800581,16.585311135882776,1,Woongarra_Rhyolite
551389.40230113,7490649.384535335,559.0,170.53560601737945,22.177306348209587,1,Woongarra_Rhyolite
553737.14626468,7491116.25551996,583.0,174.56497320259018,25.631753027529054,1,Woongarra_Rhyolite
556941.6791222501,7490875.9681361215,569.0,182.24348967398282,29.809061737650946,1,Woongarra_Rhyolite
559839.69452602,7491302.310696703,589.0,167.23773437830027,43.731482301819426,1,Woongarra_Rhyolite
544000.80473196,7476488.371548295,458.0,80.26902480783235,25.98407116104413,1,Mount_Roe_Basalt
543919.629978295,7520138.948598837,635.0,192.06953217574326,5.5990041315928485,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
547309.345072825,7519110.920817139,635.0,216.37598745748005,16.364712098190598,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
548728.868495605,7517409.8891324485,642.0,232.15435949671792,18.5818661470949,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
547774.339014175,7516320.645155597,744.0,342.8844035731156,8.746383086898916,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
546636.22934777,7515133.649562425,730.0,318.04445208456053,8.381627152940865,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
544751.665567295,7514007.658955115,776.0,289.4414438008372,13.969218546834655,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
544060.17836504,7511791.281458905,668.0,319.7891522667397,12.249356280692597,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
543368.75536116,7510005.899909265,691.0,272.2072144532682,9.81281920200631,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
542609.9857684949,7507950.154719345,649.0,273.1757774742738,5.153153249928664,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
541239.328875665,7505318.900902505,651.0,321.52656403306173,12.751930205454144,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
537788.371824025,7503605.90056684,621.0,345.2414305208044,13.542614053548775,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
535952.715339915,7503079.389087634,635.0,289.66134641618265,6.546439431107287,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
533150.33538687,7501647.860767545,588.0,352.86746104877307,16.364010046407543,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
522258.85392414,7510116.025177847,578.0,164.85368303868745,18.86785564202395,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
525374.572858025,7511971.72846655,624.0,147.97079861790442,8.928731849684882,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
528708.356534675,7513053.419733895,632.0,166.59416702841224,9.959270765711508,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
529540.575802055,7514485.18917573,637.0,85.23410179550409,7.598812047940411,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
529760.879025355,7516455.452582645,653.0,67.64073490299552,2.9919776615522977,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
531107.1191998799,7518107.505600575,632.0,164.600559228939,2.32698367099232,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
535610.45414417,7518548.243019099,600.0,168.94786054040233,5.879486582861277,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
538437.305130315,7519783.979779445,633.0,147.24105384561324,6.405505437273335,1,Mount_McRae_Shale_and_Mount_Sylvia_Formation
543120.050208845,7481161.67501459,474.0,38.27742038894729,55.11905159520063,1,Hardey_Formation
540571.92047039,7482251.149418795,502.0,27.194802293771033,63.36898286520081,1,Hardey_Formation
536917.57505537,7482757.818993965,457.0,14.251157723154963,64.57105354746673,1,Hardey_Formation
533429.5244218949,7483438.7941967035,445.0,18.187705481231774,53.82605132137631,1,Hardey_Formation
530081.890769185,7483555.51096028,415.0,336.52807406931066,39.37389391918747,1,Hardey_Formation
528683.325137215,7482856.99608998,450.0,332.87258484147145,22.042153171483434,1,Hardey_Formation
526028.53201337,7481725.22516611,400.0,324.6527585168597,10.595047409232492,1,Hardey_Formation
544806.3259296501,7475382.86372972,449.0,88.21230362902162,24.84514297626616,1,Hardey_Formation
544548.436019545,7476650.8897270365,454.0,78.03742244648515,26.311815231004548,1,Hardey_Formation
544893.38073768,7474313.096211855,446.0,77.07054701529181,27.61210218819476,1,Hardey_Formation
544705.39889934,7476898.139781805,463.0,196.30240567511527,26.69132225675176,1,Hardey_Formation
545334.245876965,7477407.16084828,470.0,97.17806819753763,26.67077056122077,1,Hardey_Formation
524598.0203352582,7480040.605157328,383.0,299.6146820389967,20.27335232456897,1,Hardey_Formation
523857.13571876,7477797.43036912,377.0,276.06544794198794,15.621809255950934,1,Hardey_Formation
523934.713889245,7475394.39853016,399.0,256.62971021721705,4.931203812937183,1,Hardey_Formation
520225.2446093901,7500853.469982957,646.0,347.73163087906784,17.45932373438768,1,Brockman_Iron_Formation
518769.7040157268,7499648.129060768,524.0,341.63400735825894,17.509214913875326,1,Brockman_Iron_Formation
548008.85975579,7517382.144744392,731.0,210.24303056457646,15.011226909006282,1,Brockman_Iron_Formation
547996.489616295,7516799.894302715,939.0,337.45888933242765,12.014662250305506,1,Brockman_Iron_Formation
546632.294857855,7516110.399364672,943.0,319.7474647510777,5.987912789854236,1,Brockman_Iron_Formation
545896.69371038,7515216.90879089,846.0,12.967538977543313,10.77088787555094,1,Brockman_Iron_Formation
544142.770986185,7514163.665734005,1008.0,292.6891968115476,12.716286660032466,1,Brockman_Iron_Formation
544041.795247975,7512331.149938695,781.0,291.7182199133268,12.595157985396053,1,Brockman_Iron_Formation
541927.2454435851,7513004.915384545,726.0,7.184029536999788,5.804135404152305,1,Brockman_Iron_Formation
542677.4965725001,7511769.9398722,812.0,254.05665613067765,9.202683788542801,1,Brockman_Iron_Formation
542770.98062372,7509160.911804105,804.0,320.14628193454337,8.62158802016944,1,Brockman_Iron_Formation
542145.8739035099,7507426.408992819,712.0,282.53178700935933,4.367485890906167,1,Brockman_Iron_Formation
540458.246602545,7505160.39973582,631.0,331.2100678284338,13.457172151667619,1,Brockman_Iron_Formation
537442.345425385,7504004.150099635,629.0,5.921509319234474,12.331074744183509,1,Brockman_Iron_Formation
535614.0367681901,7503332.13983152,744.0,288.4332918336072,5.312358837774283,1,Brockman_Iron_Formation
533316.92982423,7501972.611753278,640.0,351.002803185138,14.509949316899851,1,Brockman_Iron_Formation
530254.12493122,7501832.080240255,617.0,359.99868181158547,30.882802404847848,1,Brockman_Iron_Formation
519606.1003523519,7509314.451171485,594.0,172.19061413558225,30.61703633174537,1,Brockman_Iron_Formation
522397.105178225,7509820.312553835,601.0,168.0671386427607,21.481020787557355,1,Brockman_Iron_Formation
524169.22035638,7510545.556156065,577.0,134.36155464647578,11.883319774285042,1,Brockman_Iron_Formation
524889.9502847551,7510980.825397599,655.0,173.13669603068908,9.81847491962202,1,Brockman_Iron_Formation
525724.3209396501,7511817.981949217,619.0,129.29128798911086,9.286050684264806,1,Brockman_Iron_Formation
527376.5393743899,7512291.129500495,620.0,180.28740839407416,10.65671917096664,1,Brockman_Iron_Formation
529311.865251425,7512678.4401591765,746.0,154.33919426582872,8.838046938293857,1,Brockman_Iron_Formation
530039.4209450299,7513867.965676615,668.0,54.22080282165661,6.731770617811776,1,Brockman_Iron_Formation
529701.175250015,7514482.70485118,643.0,115.0504670508016,7.151043773086201,1,Brockman_Iron_Formation
530320.9103185651,7514688.720137135,664.0,155.99303878952523,5.396411052109271,1,Brockman_Iron_Formation
530839.1586871501,7514815.489428575,690.0,147.6555793014864,4.15899418225294,1,Brockman_Iron_Formation
530789.5338001,7515031.48889029,728.0,48.01311184140633,3.8203701033809097,1,Brockman_Iron_Formation
530496.28867419,7515447.230891812,827.0,105.69937747975807,3.8627509404934273,1,Brockman_Iron_Formation
530633.2723152749,7516362.98383204,972.0,66.98072512506303,2.0949598203629454,1,Brockman_Iron_Formation
531089.7500399901,7517391.50609064,656.0,172.80933153519845,0.9390380788827316,1,Brockman_Iron_Formation
531777.3699513851,7517559.49981711,733.0,75.66367949485324,1.4987878449342418,1,Brockman_Iron_Formation
534053.200035445,7518053.499251015,672.0,181.38908226548017,3.4782402249059743,1,Brockman_Iron_Formation
537376.37950788,7518136.979773095,753.0,132.1117386629185,6.492234323260959,1,Brockman_Iron_Formation
538410.7086670201,7518996.981018265,651.0,158.49824058715558,6.4823720578830395,1,Brockman_Iron_Formation
539393.786706235,7519777.72580868,686.0,102.75244680844257,4.808263060427649,1,Brockman_Iron_Formation
540067.851365335,7520662.219538187,628.0,154.96035675614226,2.704405585646924,1,Brockman_Iron_Formation
542208.634914015,7520193.4570411,645.0,199.26887779045606,1.7008498377354466,1,Brockman_Iron_Formation
544849.45142198,7519443.197025945,661.0,193.0259844328002,6.6861618403210485,1,Brockman_Iron_Formation
547287.16882913,7518693.165791535,647.0,219.26421060150687,15.165141955371368,1,Brockman_Iron_Formation
541302.175639445,7490693.151349145,638.0,139.05005527036042,19.92211465563237,1,Wittenoom_Formation
542524.347217218,7491087.760196681,636.0,178.8740759357203,16.238885199016426,1,Wittenoom_Formation
543123.31095177,7491847.90650611,608.0,103.81899719464191,13.52452820942865,1,Wittenoom_Formation
544238.128957815,7492249.41017384,605.0,143.77798272882646,8.817805452982483,1,Wittenoom_Formation
546356.50004214,7493058.92059762,550.0,177.74917889955205,14.876518590021348,1,Wittenoom_Formation
548354.744484535,7492678.941418905,556.0,179.35632723902654,42.23429353856528,1,Wittenoom_Formation
550574.23391728,7493344.7154516885,632.0,160.14809218451862,51.28696024020986,1,Wittenoom_Formation
552377.503348235,7493430.229805415,636.0,184.55203900434367,46.40426155181133,1,Wittenoom_Formation
553735.194837735,7493419.74543171,621.0,165.1565517978123,42.27549336780961,1,Wittenoom_Formation
555624.80435913,7493597.261058785,620.0,169.3784158344739,38.73699030892062,1,Wittenoom_Formation
557444.45464218,7494443.52454254,653.0,157.10947631342253,36.52713506302897,1,Wittenoom_Formation
560690.884750199,7495468.507271999,625.0,169.1812752206533,23.997801301776814,1,Wittenoom_Formation
557147.514831315,7478196.050771001,559.0,73.83301866920567,13.551068144157954,1,Jeerinah_Formation
556417.22031447,7479814.030298005,537.0,67.04986681945974,22.30113652065917,1,Jeerinah_Formation
552782.9094364201,7483379.02597077,502.0,32.915366123776444,35.490390372856226,1,Jeerinah_Formation
548439.71201388,7485168.239347248,519.0,16.973245748488807,45.62607180751315,1,Jeerinah_Formation
545653.18526342,7486268.465441835,535.0,20.686951633882813,43.62806847432744,1,Jeerinah_Formation
542228.24427185,7487521.66634451,513.0,18.727353714533482,35.487974209340045,1,Jeerinah_Formation
538964.442769715,7488554.623428785,500.0,21.617565220013148,27.94799773157865,1,Jeerinah_Formation
537161.445562285,7489866.109766245,478.0,64.63875668560189,25.904642740358554,1,Jeerinah_Formation
537444.2819397487,7490775.993202861,519.0,112.03885023170244,26.101730183385023,1,Jeerinah_Formation
538135.625996505,7491638.444756941,489.0,147.65392205394542,26.887240737397107,1,Jeerinah_Formation
539151.7025146354,7492388.868549326,530.0,134.38006698697598,26.38392928704248,1,Jeerinah_Formation
540913.975033195,7493291.8916322915,523.0,154.88303706092609,19.984801082356373,1,Jeerinah_Formation
542912.8192757249,7494375.891265845,549.0,139.94352274334688,7.396996401570448,1,Jeerinah_Formation
544908.47456311,7494788.399105635,522.0,191.0786321029593,4.7124836190931205,1,Jeerinah_Formation
547404.8798663251,7495525.919192267,554.0,149.78878323406929,21.930838005906647,1,Jeerinah_Formation
549184.64584168,7496006.183496175,544.0,165.86104189456637,36.2700398681153,1,Jeerinah_Formation
551498.0432909951,7496452.24971026,545.0,171.3480387997673,42.897325938530614,1,Jeerinah_Formation
553520.2133499449,7497016.980055425,550.0,171.58514905291682,36.249848361228906,1,Jeerinah_Formation
556308.400508775,7497590.509508835,598.0,141.6217003609055,25.627929215438886,1,Jeerinah_Formation
559523.01483513,7498900.25100327,591.0,163.67114030985795,3.913673672463688,1,Jeerinah_Formation
541264.05612271,7491364.895458425,556.0,145.1663691075455,20.509388378304013,1,Marra_Mamba_Iron_Formation
542328.4601832922,7491471.132702977,589.0,171.727887122526,16.519741363963078,1,Marra_Mamba_Iron_Formation
542839.595185685,7492355.654084401,559.0,119.05435196117857,13.385816497975753,1,Marra_Mamba_Iron_Formation
544244.2440136899,7492860.410425235,556.0,147.01205964994352,7.594822058304956,1,Marra_Mamba_Iron_Formation
545833.57613281,7493411.66058786,555.0,177.71558294478552,8.352845630113508,1,Marra_Mamba_Iron_Formation
548503.890789505,7493269.93467916,546.0,167.26658214081738,44.09003585557831,1,Marra_Mamba_Iron_Formation
550332.2299999951,7493940.955663765,579.0,165.31273315922797,52.011644972103156,1,Marra_Mamba_Iron_Formation
552599.5669921499,7493989.230273905,658.0,179.10749445423457,46.67871695097909,1,Marra_Mamba_Iron_Formation
555251.42890689,7493984.511211455,586.0,169.2656226217581,39.672322236905174,1,Marra_Mamba_Iron_Formation
556494.2491724767,7494680.309450023,604.0,141.9270860444951,37.14700787842761,1,Marra_Mamba_Iron_Formation
557827.5700528001,7495434.275538385,617.0,133.28727480920026,31.27152797377889,1,Marra_Mamba_Iron_Formation
558365.833351865,7496287.52000688,706.0,86.90417452307831,23.895023923643212,1,Marra_Mamba_Iron_Formation
561108.1954617649,7496590.775011885,620.0,152.03836104968482,13.039702031764236,1,Marra_Mamba_Iron_Formation
518417.47540268,7494639.423317965,519.0,305.60525406460886,5.043203813313582,1,Jeerinah_Formation
516011.179835465,7494795.659967502,549.0,312.3327169543335,11.064153026036537,1,Jeerinah_Formation
550763.605946325,7477316.250249475,474.0,75.88717111789526,18.20715743976811,1,Boongal_Formation
548054.274588445,7480647.22629282,491.0,39.80184834199707,32.207921630121426,1,Boongal_Formation
543977.80359838,7483005.9403368635,495.0,25.518614549166273,50.50069452285881,1,Boongal_Formation
539497.290974365,7484277.633050784,485.0,14.554672447300675,57.17253076412301,1,Boongal_Formation
534609.840313155,7485577.318957523,470.0,15.417522936815828,51.708220136598065,1,Boongal_Formation
532360.0320632011,7486117.774647398,470.0,15.85658074829189,52.279486754656226,1,Boongal_Formation
529645.16392706,7487277.28020085,481.0,18.38052127437953,48.04827749266384,1,Boongal_Formation
529037.12967201,7487089.76491428,443.0,9.408810569674586,44.80801322004385,1,Boongal_Formation
527311.90941034,7486794.2443205835,509.0,338.46906960515605,32.632093521340515,1,Boongal_Formation
523130.21000391437,7485505.657911522,435.0,318.90326590915663,12.837454427726,1,Boongal_Formation
522033.185013125,7484054.184394485,503.0,287.3448071311027,17.2064179604655,1,Boongal_Formation
521049.18880115537,7483049.900373306,474.0,19.745386365712363,19.468960302787774,1,Boongal_Formation
519311.935776725,7480838.883612235,469.0,305.54934271864096,16.548006616997302,1,Boongal_Formation
518142.500830445,7478321.614042855,447.0,274.72799150081573,9.161032822468584,1,Boongal_Formation
518622.33880744,7475594.931123795,502.0,243.0955575480091,12.876342700809689,1,Boongal_Formation
519681.7653594701,7474382.93437073,433.0,225.3290466752038,14.884042759066405,1,Boongal_Formation
552503.59925806,7475888.525684885,494.0,80.57997386981106,9.771232439461984,1,Pyradie_Formation
551376.90721344,7478450.54431534,480.0,68.97660760952681,22.504030623596762,1,Pyradie_Formation
550447.1451126351,7480052.755168165,521.0,41.7728598684642,29.42573237779571,1,Pyradie_Formation
547946.985710585,7481867.48010705,541.0,39.629938598114045,37.50795475597167,1,Pyradie_Formation
545358.80509842,7483214.96546406,526.0,31.182538841210203,46.62957895761135,1,Pyradie_Formation
542372.3263868301,7484402.1768921735,542.0,13.384165712963295,50.56240124913821,1,Pyradie_Formation
539393.31919461,7485150.134057592,550.0,14.351888872442654,53.347084154633386,1,Pyradie_Formation
535464.6798418399,7486129.33107677,510.0,14.555605022216866,48.702068437605114,1,Pyradie_Formation
532847.99521395,7486834.05991693,450.0,14.068513007896344,48.11428798607811,1,Pyradie_Formation
531320.2261709049,7487179.784473615,419.0,11.26836804691402,49.794567755491144,1,Pyradie_Formation
528729.1067750903,7488601.993160779,428.0,46.61164005959319,38.92504800042031,1,Pyradie_Formation
525980.51038793,7488319.49021209,471.0,332.74695827235,24.84450704621813,1,Pyradie_Formation
524069.575018665,7487670.97439518,569.0,326.85859788246563,14.743941479637588,1,Pyradie_Formation
521758.759142125,7487177.69499729,511.0,310.31103573169463,10.931171636084514,1,Pyradie_Formation
520563.84515375044,7485244.083647086,598.0,313.6288185553562,14.490739407243595,1,Pyradie_Formation
519720.435884935,7484490.16106112,495.0,317.3016623522437,15.484795388360979,1,Pyradie_Formation
518566.31040035,7483182.1445601,625.0,296.81637852492224,15.663579044487081,1,Pyradie_Formation
516887.32922091,7479827.350793935,423.0,291.3662547559296,11.090993389495411,1,Pyradie_Formation
516591.705780295,7477178.14482023,389.0,263.5384672207548,12.131474538148597,1,Pyradie_Formation
517642.506083575,7474161.990842422,388.0,246.40035959049519,16.985127922768427,1,Pyradie_Formation
554490.28596142,7475756.810182487,501.0,84.27793701073166,5.126583090900553,1,Bunjinah_Formation
554388.75044691,7477135.29513733,490.0,90.25700636747645,12.330506069058414,1,Bunjinah_Formation
553862.990218275,7479002.0245584035,498.0,78.36960104824287,21.784001834135235,1,Bunjinah_Formation
551796.136145095,7481851.776077162,496.0,50.38832031929003,33.41393536109639,1,Bunjinah_Formation
550539.3441745751,7482718.998923675,500.0,26.483340242704912,37.89098575054864,1,Bunjinah_Formation
547214.235456385,7484232.743273875,536.0,22.364989953191696,45.179776161638095,1,Bunjinah_Formation
544521.916444195,7485087.449798222,537.0,24.641613694211006,46.22482316943678,1,Bunjinah_Formation
541072.9553524151,7485968.65500438,560.0,12.000222619294505,44.239724098350656,1,Bunjinah_Formation
537680.820477725,7486770.114894,531.0,10.291891375312332,42.16274511334415,1,Bunjinah_Formation
534464.9051948499,7487840.579698315,476.0,27.847791244336968,35.977291723584365,1,Bunjinah_Formation
531780.596322705,7489707.555186695,541.0,41.17630250047404,30.309541161229802,1,Bunjinah_Formation
528939.26406589,7491985.535384455,499.0,15.940808591172356,24.79155266695189,1,Bunjinah_Formation
529084.89519706,7489849.276810699,491.0,27.607247986444463,33.794802298306124,1,Bunjinah_Formation
526551.8863018772,7491577.879633892,448.0,316.425088331745,23.815334356554533,1,Bunjinah_Formation
524427.800684595,7490106.984783055,595.0,326.59078689996767,18.71848594516561,1,Bunjinah_Formation
522574.225083015,7489483.708578745,563.0,354.1500324715999,11.977309792915534,1,Bunjinah_Formation
520254.979796135,7488560.43391682,655.0,299.42282753584306,8.429077606395623,1,Bunjinah_Formation
518603.825386835,7486376.909246735,779.0,321.23780414074764,11.585571814238904,1,Bunjinah_Formation
517190.9159653771,7485837.452145081,741.0,328.9890924945666,12.031324368899845,1,Bunjinah_Formation
516311.19005327,7485036.620782515,634.0,258.9546506766135,12.253391323635526,1,Bunjinah_Formation
518923.714535925,7517099.10292249,629.0,78.14166914589565,3.739110424680959,1,Jeerinah_Formation
519360.82054019,7519123.361015715,626.0,290.77354638598547,1.6891289689197322,1,Jeerinah_Formation
547196.86720726,7509847.39038322,595.0,319.2612021027772,4.1566138022322585,1,Jeerinah_Formation
546776.6107238049,7508408.3966918,580.0,278.4058400334052,3.277721906810441,1,Jeerinah_Formation
546222.635345025,7506937.892936135,553.0,322.7125305945445,5.210347195152906,1,Jeerinah_Formation
545122.87134142,7505034.410607435,575.0,303.327235053726,11.474779043207574,1,Jeerinah_Formation
543555.256042425,7503041.40492044,535.0,313.91655305286497,17.430770571272944,1,Jeerinah_Formation
540651.6345203449,7500931.1400978835,534.0,337.2175917654092,15.425817084950607,1,Jeerinah_Formation
538629.75433365,7499701.13002922,507.0,319.80043996578513,6.431902709622534,1,Jeerinah_Formation
536582.47959845,7499129.865453267,497.0,347.5868071739358,0.9004635798055745,1,Jeerinah_Formation
534074.2086106839,7499028.317216309,513.0,6.162229663300708,11.817559683138153,1,Jeerinah_Formation
531408.960051105,7499404.585909787,520.0,359.99754425276467,26.734920115475703,1,Jeerinah_Formation
530142.0153361501,7499647.07046245,513.0,359.99971750868735,30.508141200611764,1,Jeerinah_Formation
528450.13406347,7499343.80142681,509.0,358.141931654507,30.581791525635087,1,Jeerinah_Formation
525399.8681901663,7499027.295671807,503.0,350.542748390738,26.61024758882705,1,Jeerinah_Formation
520886.62435595,7497655.700212943,498.0,349.0507470864348,2.255467155324624,1,Jeerinah_Formation
523295.8579474225,7498490.361545375,500.0,145.46125785021746,14.086992393887115,1,Jeerinah_Formation
556963.316139535,7520927.56066255,629.0,356.9993605105909,23.375389739631355,1,Jeerinah_Formation
555683.31389367,7520623.26413824,630.0,320.19921560620287,24.3040620997162,1,Jeerinah_Formation
555387.7999811401,7519979.234322995,639.0,263.906937493456,24.21873864025061,1,Jeerinah_Formation
555785.245036455,7519285.71349123,638.0,244.92694975910493,23.238925539569287,1,Jeerinah_Formation
555769.67433455,7518348.169701801,641.0,293.36455129816056,21.94896428449708,1,Jeerinah_Formation
555290.009846865,7516636.38944213,638.0,281.0504175042955,18.670161419333297,1,Jeerinah_Formation
554873.6769496349,7514690.88029036,617.0,318.1480451883856,13.91803183107784,1,Jeerinah_Formation
551721.140040415,7513078.6253788965,618.0,347.3323210905687,8.013943788809767,1,Jeerinah_Formation
549638.655827145,7512446.874801383,610.0,319.35844008249563,3.4396652116538604,1,Jeerinah_Formation
548353.033844215,7510917.1341405315,576.0,306.4041806697292,2.467064398712424,1,Jeerinah_Formation
561418.26460908,7475065.09477617,643.0,46.86695826691391,5.712691626021267,1,Wittenoom_Formation
560651.2640025,7476890.090077723,683.0,104.03553457210468,0.631371681166172,1,Wittenoom_Formation
559791.650915095,7479297.06941952,639.0,49.08653847479121,10.29816893974737,1,Wittenoom_Formation
517080.760081875,7513040.689810541,554.0,161.47640423449798,15.96640660448972,1,Jeerinah_Formation
516761.3790692386,7498020.796989593,589.0,304.87994129018904,16.322615179043797,1,Marra_Mamba_Iron_Formation
